1019157,16th Ave Farmers Market,http://16thavefarmersmarket.com,FALSE,,FALSE,,,,NE 16th Ave & Broadway,Portland,PORTLAND,Multnomah,Multnomah,Oregon,97212,06/03/2018 to 10/28/2018,Sun: 9:00 AM-1:30 PM;,,,,,,,-122.649446,45.534498,,Y,Y,Y,Y,N,NA,Y,N,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,Y,7/5/2018 17:00
1018792,170 Farm Stand,,FALSE,https://www.facebook.com/CommunityFoodAction/,FALSE,https://twitter.com/GoodEatsBX,https://www.youtube.com/channel/UCZnt7sSNKIBrn2rMy1RyE_w,https://www.instagram.com/goodeatsbx/,NE Corner of 170th St. & Townsend Avenue,Bronx,BRONX,Bronx,Bronx,New York,10452,07/05/2017 to 11/22/2017,Wed: 2:30 PM-6:30 PM;,,,,,,,-73.9167841,40.8398843,,Y,N,Y,Y,Y,NA,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,Y,N,N,N,8/7/2017 16:11
1016782,175th Street Greenmarket,https://www.grownyc.org/greenmarket/manhattan/175th-street,FALSE,https://www.facebook.com/ManhattanGreenmarkets/,FALSE,,,,175th Street between Wadsworth & Broadway,New York ,NEW YORK,New York,New York,New York,10033,06/29/2017 to 11/22/2017,Tue: 8:00 AM-6:00 PM;,,,,,,,-73.938049,40.846354,,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,12/16/2016 12:06
1003877,17th Ave Market,http://www.iatp.org/minimarkets,FALSE,,FALSE,,,,1622 6th St NE,Minneapolis,MINNEAPOLIS,Hennepin,Hennepin,Minnesota,55413,June to September,Wed:3:00 PM - 7:00 PM;,,,,,,,-93.2591,45.0044,"""Faith-based institution (e.g., church, mosque, synagogue, temple)""",N,Y,Y,Y,N,NA,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4/28/2011 14:33
1016784,17th Street Farmers Market,http://enrichmond.org,FALSE,https://www.facebook.com/17thStreetFarmersMarket/,FALSE,,,,100 North 17th St.,Richmond ,RICHMOND,Richmond City,Richmond City,Virginia,23219,06/08/2017 to,Thu: 3:00 PM-6:30 PM;,,,,,,,-77.428364,37.53385,,Y,N,N,N,Y,NA,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,N,Y,N,N,Y,N,Y,N,N,Y,N,N,N,12/29/2016 12:13
1010968,18th and Christian Farmers' Market,http://thefoodtrust.org/farmers-markets/market/18th-Christian,FALSE,,FALSE,,,,18th Street and Christian Street,Philadelphia,PHILADELPHIA,Philadelphia,Philadelphia,Pennsylvania,19146,06/01/2015 to 11/15/2015,Thu: 3:00 PM-7:00 PM;,,,,,,,-75.173431,39.940943,,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,3/24/2015 15:33
1009994,18th Street Farmer's Market,,FALSE,https://www.facebook.com/ScottsbluffFarmersMarket,FALSE,,,,18th and Broadway,Scottsbluff,SCOTTSBLUFF,Scotts Bluff,Scotts Bluff,Nebraska,69361,06/07/2014 to 09/27/2014,Sat: 8:00 AM-11:00 AM;,,,,,,,-103.662538,41.864268,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,6/29/2016 16:32
1018365,18th Street Farmer's Market,,FALSE,18th Street Farmers Market,TRUE,,,,825 18th Street,Charleston ,CHARLESTON,Coles,Coles,Illinois,61920,05/20/2017 to 09/30/2017,Sat: 8:00 AM-12:00 PM;,,,,,,,-88.1622392,39.4907144,,Y,Y,N,Y,Y,NA,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,6/23/2017 8:02
1012790,19/27 Community Farmers Market,,FALSE,https://www.facebook.com/1927-Community-Farmers-Market-1505265436358960/,FALSE,,,,NE 7th Ave,Chiefland,CHIEFLAND,Levy,Levy,Florida,32626,09/03/2016 to 06/24/2017,Sat: 8:30 AM-1:00 PM;,09/02/2017 to 06/30/2018,Sat: 8:30 AM-1:00 PM;,,,,,-82.8578732,29.4848541,,Y,N,N,N,N,NA,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,N,N,8/19/2016 16:07
1012158,21 Acres Farm Market,http://21acres.org,FALSE,https://www.facebook.com/21Acres/,FALSE,@21acres,21AcresCenter's channel,Instagram @21acres,13701 NE 171st Street,Woodinville,WOODINVILLE,King,King,Washington,98072,01/01/2016 to 12/31/2016,Wed: 11:00 AM-6:00 PM;Thu: 11:00 AM-6:00 PM;Fri: 11:00 AM-6:00 PM;Sat: 11:00 AM-6:00 PM;,,,,,,,-122.1569875,47.7502397,,Y,N,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,6/30/2016 19:50
1010873,21st Street Farmers Market,,FALSE,,FALSE,,,,SW 21st and Oakley,Topeka,TOPEKA,Shawnee,Shawnee,Kansas,66604,06/05/2015 to 10/30/2015,Fri: 7:30 AM-12:00 PM;,,,,,,,-95.714514,39.028184,,Y,N,N,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N,3/2/2015 10:46
1005309,22nd and Tasker Farmers' Market,http://thefoodtrust.org/farmers-markets/market/22nd-tasker,FALSE,,FALSE,,,,22nd and Tasker Streets,Philadelphia,PHILADELPHIA,Philadelphia,Philadelphia,Pennsylvania,19146,06/01/2015 to 11/01/2015,Tue: 2:00 PM-6:00 PM;,,,,,,,-75.181286,39.932257,,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,3/24/2015 14:29
1000709,22nd Annual Highlands Business Partnership Farmers Market,http://www.highlandsnj.com,FALSE,https://www.facebook.com/pages/Highlands-Business-Partnership-Highlands-NJ/165486543524770,FALSE,,,,71 Waterwitch Avenue,Highlands,HIGHLANDS,Monmouth,Monmouth,New Jersey,7732,06/25/2016 to 11/05/2016,Sat: 8:30 AM-2:00 PM;,,,,,,,-73.994358,40.404837,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,7/6/2016 14:37
1011881,25th Street Market - North Logan at the Library Summer 2016,http://northloganmarket.com,FALSE,25th Street Market - North Logan at the Library,TRUE,,,Instagram: north logan market (25th Street Market),475 East 2500 North,North Logan,NORTH LOGAN,Cache,Cache,Utah,84341,05/07/2016 to 10/15/2016,Sun: 9:00 AM-1:00 PM;,,,,,,,-111.8206049,41.7782437,,Y,N,N,N,N,NA,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,Y,Y,N,Y,N,N,N,4/18/2016 10:33
1010966,26th and Allegheny,http://thefoodtrust.org/farmers-markets/market/26th-Allegheny,FALSE,,FALSE,,,,26th Street and W Allegheny Avenue,Philadelphia,PHILADELPHIA,Philadelphia,Philadelphia,Pennsylvania,19129,06/01/2015 to 11/15/2015,Wed: 1:00 PM-5:00 PM;,,,,,,,-75.1722883,40.0040946,,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,3/24/2015 15:17
1005299,29th and Wharton Farmers' Market,http://thefoodtrust.org/farmers-markets/market/29th-wharton,FALSE,,FALSE,,,,29th and Wharton Streets,Philadelphia,PHILADELPHIA,Philadelphia,Philadelphia,Pennsylvania,19146,06/01/2015 to 11/15/2015,Tue: 2:00 PM-6:00 PM;,,,,,,,-75.19204,39.9373,,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,3/24/2015 14:47
1010994,2nd Street Farmers' Market,http://secondstageAmherst.org,FALSE,second stage of AMherst,TRUE,,,,194 second street,Amherst,AMHERST,Amherst,Amherst,Virginia,24521,05/05/2016 to 09/01/2016,Thu: 3:30 PM-6:30 PM;,,,,,,,-79.048573,37.583311,,Y,N,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,N,Y,3/4/2016 13:51
1009959,2nd Street Market - Five Rivers MetroPark,http://www.metroparks.org,FALSE,https://www.facebook.com/2ndStreetMarket/,FALSE,,,,600 E. 2nd Street,Dayton,DAYTON,Montgomery,Montgomery,Ohio,45402,01/01/2018 to 05/31/2018,Thu: 11:00 AM-3:00 PM;Fri: 11:00 AM-3:00 PM;Sat: 8:00 AM-3:00 PM;,06/01/2018 to 12/31/2018,Thu: 11:00 AM-3:00 PM;Fri: 11:00 AM-3:00 PM;Sat: 8:00 AM-3:00 PM;Sun: 11:00 AM-3:00 PM;,,,,,-84.18103,39.762593,,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,7/26/2018 16:26
1004950,3 French Hens French Country Market,http://www.3frenchhensmarket.blogspot.com,FALSE,https://www.facebook.com/pages/3-French-Hens-French-Country-Market/422352511143508,FALSE,,,,123 W. Illinois ave.,Morris,MORRIS,Grundy,Grundy,Illinois,60450,05/12/2018 to 10/13/2018,Sat: 8:00 AM-2:00 PM;,11/09/2018 to 11/10/2018,Fri: 4:00 PM-10:00 PM;Sat: 10:00 AM-3:00 PM;,,,,,-88.425186,41.356383,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,N,N,7/26/2018 16:22
1010775,30A Farmers' Market,,FALSE,https://www.facebook.com/30aFarmersMarket?ref=hl,FALSE,,,,Rosmary Beach Town Center,Rosemary Beach,ROSEMARY BEACH,Walton,Walton,Florida,32461,01/18/2015 to 01/05/2020,Sun: 9:00 AM-1:00 PM;,,,,,,,-86.002754,30.279017,,Y,N,N,N,N,NA,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,1/16/2015 18:38
1018656,31 & Main Farmers Market at Campus Town,http://www.31mainfarmersmarket.com,FALSE,https://www.facebook.com/31mainfarmersmarket/,FALSE,https://www.twitter.com/31mainfarmmarkt,,https://www.instagram.com/31mainfarmersmarket,1928 Pennington Road,Ewing,EWING,Mercer,Mercer,New Jersey,8618,06/11/2017 to 10/29/2017,Sun: 10:00 AM-2:00 PM;,,,,,,,-74.783289,40.268253,,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,7/12/2017 13:42
1005636,32nd Street/Waverly Farmers Market,http://www.32ndstreetmarket.org,FALSE,https://www.facebook.com/pages/Baltimores-32nd-Street-Farmers-Market/194872083921466?sk=wall,FALSE,,,,E. 32nd & Barclay Street,Baltimore,BALTIMORE,Baltimore,Baltimore,Maryland,21218,01/01/2013 to 12/31/2013,Sat: 7:00 AM-12:00 PM;,,,,,,,-76.611,39.3272,,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,7/26/2018 16:47
1005310,33rd and Diamond Farmers' Market,http://thefoodtrust.org/farmers-markets/market/33rd-diamond,FALSE,,FALSE,,,,N 33rd and Diamond Streets,Philadelphia,PHILADELPHIA,Philadelphia,Philadelphia,Pennsylvania,19121,06/01/2015 to 11/01/2015,Thu: 2:00 PM-6:00 PM;,,,,,,,-75.187167,39.988802,,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,3/24/2015 14:28
1018389,38th & Meridian Farmer's Market,,FALSE,,FALSE,,,,3808 N Meridian St,Indianapolis,INDIANAPOLIS,Marion,Marion,Indiana,46208,06/01/2017 to 09/21/2017,Thu: 4:00 PM-6:30 PM;,,,,,,,-86.1575468,39.8255595,,Y,N,Y,N,Y,NA,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,N,6/26/2017 8:19
1012280,39 North Marketplace,http://www.39northdowntown.com,FALSE,39 North ,TRUE,39North Downtown,,,Downtown Sparks Victorian Ave,Sparks,SPARKS,Washoe,Washoe,Nevada,89431,06/09/2016 to 08/18/2016,Thu: 4:00 PM-9:00 PM;,,,,,,,-119.754962,39.534773,,Y,Y,Y,Y,N,NA,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,Y,Y,N,Y,N,Y,N,Y,7/6/2016 17:19
1011213,441 Ministries Farm Stand,,FALSE,,FALSE,,,,441 Parsells Avenue,Rochester,ROCHESTER,Monroe,Monroe,New York,14609,,Tue: 3:00 PM-7:00 PM;,,,,,,,-77.5666043,43.1658344,,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,6/8/2015 9:22
1010965,4th and Lehigh Farmers' Market,http://thefoodtrust.org/farmers-markets/market/fairhill-square,FALSE,,FALSE,,,,N 4th Street and W. Lehigh Avenue,Philadelphia,PHILADELPHIA,Philadelphia,Philadelphia,Pennsylvania,19133,06/01/2015 to 11/22/2015,Tue: 1:00 PM-5:00 PM;,,,,,,,-75.138654,39.991748,,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,3/24/2015 15:11
1006234,4th Street Farmers Market,http://www.4thstreetfarmersmarket.com,FALSE,,FALSE,,,,315 East 4th St.,Larimer,LARIMER,,,Colorado,,,,,,,,,,-105.073,40.3954,,N,N,N,N,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/1/2013 1:00
1006494,52 & Shadeland Avenue Farmers Market,,FALSE,,FALSE,,,,5200 N. Shadeland Avenue,Indianapolis,INDIANAPOLIS,,,Indiana,46226,,,,,,,,,-86.0476,39.8481,,N,N,N,N,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/1/2013 1:00
1005304,52nd and Haverford Farmers' Market,http://thefoodtrust.org/farmers-markets/market/52nd-haverford,FALSE,,FALSE,,,,N 52nd Street and Haverford Avenue,Philadelphia,PHILADELPHIA,Philadelphia,Philadelphia,Pennsylvania,19139,06/01/2015 to 11/15/2015,Wed: 1:00 PM-5:00 PM;,,,,,,,-75.224492,39.965054,,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,3/24/2015 14:38
1000060,57th Street Greenmarket,http://www.grownyc.org,FALSE,https://www.facebook.com/ManhattanGreenmarkets,FALSE,,,,W 57 St. & 9 Ave,New York,NEW YORK,New York,New York,New York,10019,04/20/2013 to 12/21/2013,Wed: 8:00 AM-5:00 PM;Sat: 8:00 AM-5:00 PM;,,,,,,,-73.985839,40.768159,Other,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,7/24/2013 11:06
1005306,58th and Chester Farmers' Market,http://thefoodtrust.org/farmers-markets/market/58th-chester,FALSE,,FALSE,,,,58th Street and Chester Avenue,Philadelphia,PHILADELPHIA,Philadelphia,Philadelphia,Pennsylvania,19143,06/01/2015 to 11/01/2015,Wed: 2:00 PM-6:00 PM;,,,,,,,-75.228303,39.935721,,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,3/24/2015 14:35
1018965,61st Street Farmers Market,https://experimentalstation.org/market,FALSE,61market,TRUE,61market,,Instagram,6100 S. Blackstone Ave,Chicago,CHICAGO,Cook,Cook,Illinois,60637,05/12/2018 to 12/15/2018,Sat: 9:00 AM-2:00 PM;,,,,,,,-87.5905914,41.784079,,Y,N,N,N,Y,NA,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,N,2/23/2018 16:18
1000061,79th Street Greenmarket,http://www.grownyc.org,FALSE,https://www.facebook.com/ManhattanGreenmarkets,FALSE,,,,Columbus - W 78 & 81 Sts.,New York,NEW YORK,New York,New York,New York,10024,01/01/2013 to 12/31/2013,Sun: 8:00 AM-5:00 PM;,,,,,,,-73.9757,40.7818,Other,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,7/24/2013 10:54
1000062,82nd Street Greenmarket,http://www.grownyc.org,FALSE,https://www.facebook.com/ManhattanGreenmarkets,FALSE,,,,E 82nd St. - 1st & York Ave,New York,NEW YORK,New York,New York,New York,10028,01/01/2013 to 12/31/2013,Sat: 9:00 AM-2:30 PM;,,,,,,,-73.95009,40.773749,Other,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,7/24/2013 10:50
1008391,84 west farmers market (Dothan),,FALSE,,FALSE,,,,,Dothan,DOTHAN,Houston,Houston,Alabama,,06/06/2013 to 08/08/2013,Thu: 3:00 PM-6:00 PM;,,,,,,,-85.449944,31.232252,,Y,N,N,Y,N,N,Y,N,Y,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,3/15/2014 9:29
1001961,8th Avenue City Farmers Market,,FALSE,,FALSE,,,,8th Ave & 2nd St SE,Cedar Rapids,CEDAR RAPIDS,Linn,Linn,Iowa,52401,May to October,Tue:4:00 PM - 6:00 PM;Sat:7:30 AM - 12:00 PM;,,,,,,,-91.6626534,41.972837,Local government building grounds,Y,Y,N,Y,N,NA,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,4/25/2012 13:17
1000063,92nd Street Greenmarket,http://www.grownyc.org,FALSE,https://www.facebook.com/ManhattanGreenmarkets,FALSE,,,,1st Ave - E 92nd & 93 Sts.,New York,NEW YORK,New York,New York,New York,10128,06/23/2013 to 11/24/2013,Sun: 9:00 AM-4:00 PM;,,,,,,,-73.946421,40.780931,Other,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,7/24/2013 10:43
1000064,97th Street Greenmarket,http://www.grownyc.org,FALSE,https://www.facebook.com/ManhattanGreenmarkets,FALSE,,,,W 97 St. & Columbus,New York,NEW YORK,New York,New York,New York,10025,01/01/2013 to 12/31/2013,Fri: 8:00 AM-2:00 PM;,,,,,,,-73.967012,40.79356,Other,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,7/24/2013 10:39
1011989,9th and Grand Farmers Market,http://Farmtoforkks.com,FALSE,,FALSE,,,,304 West Grand Avenue,Salina,SALINA,Saline,Saline,Kansas,67401,05/10/2016 to 09/27/2016,Tue: 4:00 PM-7:00 PM;,,,,,,,-97.6117504,38.8528359,,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,5/28/2016 15:39
1000986,9th West Farmers Market/People's Market,http://www.9thwestfarmersmarket.org,FALSE,https://www.facebook.com/9thwestfarmersmarket,FALSE,https://twitter.com/peoplesmarket,,,1060 South 900 West,SALT LAKE CITY,SALT LAKE CITY,Salt Lake,Salt Lake,Utah,84110,05/12/2013 to 10/20/2013,Sun: 9:00 AM-2:00 PM;,06/26/2016 to 08/01/2016,,,,,,-111.9195223,40.7470177,,Y,N,N,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,Y,6/28/2016 1:05
1010617,A + Organic Farmers Market,http://organicgrowndirect.com/,FALSE,https://www.facebook.com/OrganicProduceDelivery,FALSE,https://twitter.com/OrganicGrownDr,http://www.youtube.com/user/OrganicGrownDirect,http://organicgrowndirect.com/shop,Lee Rd. Farm,Boynton Beach ,BOYNTON BEACH,Palm Beach,Palm Beach,Florida,33473,,,,,,,,,-80.221052,26.489351,,Y,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,N,N,N,Y,N,Y,Y,N,Y,N,N,Y,9/29/2014 13:37
